Make,Model,Number.of.Engines,Total.Fatalities,Total.Uninjured,Publication.Date,Aircraft.damage_Destroyed,Aircraft.damage_Minor,Aircraft.damage_Substantial,Total.Injuries,total.inj.or.killed,Percent.Injured.or.Killed,Passenger.Capacity.Tier
PIPER,PA-23,2.0,0.0,4.0,16-09-1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,200,2.0,2.0,1.0,17-09-1983,False,False,True,0.0,2.0,0.6666666666666666,private plane
BEECH,G18,2.0,0.0,1.0,17-09-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-30,2.0,0.0,1.0,20-09-1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,Citation,2.0,0.0,6.0,20-09-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-34,2.0,0.0,4.0,21-09-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-31,2.0,0.0,4.0,23-09-1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,421,2.0,1.0,0.0,24-09-1983,True,False,False,0.0,1.0,1.0,private plane
BEECH,58P,2.0,1.0,0.0,24-09-1983,True,False,False,4.0,5.0,1.0,private plane
CESSNA,421,2.0,0.0,2.0,24-09-1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,A340,2.0,1.0,0.0,25-09-1983,True,False,False,0.0,1.0,1.0,
PIPER,PA-23,2.0,0.0,0.0,26-09-1983,False,False,True,1.0,1.0,1.0,private plane
BEECH,C45,2.0,0.0,3.0,27-09-1983,False,False,False,0.0,0.0,0.0,private plane
BEECH,76,2.0,0.0,4.0,29-09-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-31,2.0,0.0,7.0,30-09-1983,False,True,False,0.0,0.0,0.0,private plane
BEECH,C45,2.0,3.0,0.0,3/10/1983,True,False,False,0.0,3.0,1.0,private plane
BEECH,B55,2.0,5.0,0.0,3/10/1983,True,False,False,0.0,5.0,1.0,private plane
BEECH,56TC,2.0,0.0,0.0,4/10/1983,False,False,True,4.0,4.0,1.0,private plane
PIPER,PA-31,2.0,0.0,0.0,4/10/1983,False,False,True,5.0,5.0,1.0,private plane
PIPER,PA-23,2.0,2.0,0.0,5/10/1983,False,False,True,0.0,2.0,1.0,private plane
PIPER,PA-44,2.0,0.0,3.0,7/10/1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,58,2.0,0.0,2.0,8/10/1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-23,2.0,0.0,2.0,9/10/1983,False,False,False,1.0,1.0,0.3333333333333333,private plane
BEECH,C55,2.0,0.0,2.0,11/10/1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,414,2.0,0.0,2.0,11/10/1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,A340,2.0,0.0,1.0,13-10-1983,False,False,True,0.0,0.0,0.0,
PIPER,PA-23,2.0,0.0,3.0,15-10-1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,B55,2.0,0.0,4.0,16-10-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-30,2.0,0.0,2.0,17-10-1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,58,2.0,2.0,0.0,19-10-1983,True,False,False,0.0,2.0,1.0,private plane
PIPER,PA-23,2.0,0.0,1.0,19-10-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-23,2.0,0.0,2.0,20-10-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-31,2.0,8.0,0.0,20-10-1983,True,False,False,0.0,8.0,1.0,private plane
PIPER,PA-39,2.0,0.0,0.0,22-10-1983,True,False,False,1.0,1.0,1.0,private plane
CESSNA,320E,2.0,2.0,0.0,23-10-1983,True,False,False,0.0,2.0,1.0,
CESSNA,310C,2.0,0.0,0.0,24-10-1983,True,False,False,1.0,1.0,1.0,
CESSNA,402,2.0,0.0,2.0,24-10-1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,Skymaster,2.0,4.0,0.0,27-10-1983,True,False,False,0.0,4.0,1.0,private plane
PIPER,PA-31,2.0,4.0,0.0,27-10-1983,True,False,False,0.0,4.0,1.0,private plane
BEECH,E90,2.0,0.0,2.0,28-10-1983,False,True,False,0.0,0.0,0.0,private plane
BEECH,B99,2.0,0.0,2.0,28-10-1983,False,True,False,0.0,0.0,0.0,private plane
PIPER,PA-30,2.0,0.0,2.0,28-10-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-31,2.0,3.0,0.0,31-10-1983,True,False,False,0.0,3.0,1.0,private plane
BEECH,B90,2.0,0.0,2.0,1/11/1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,402,2.0,0.0,3.0,1/11/1983,False,False,True,0.0,0.0,0.0,private plane
BOEING,737,2.0,0.0,67.0,2/11/1983,False,False,False,1.0,1.0,0.014705882352941176,large airliner
PIPER,PA-34,2.0,4.0,0.0,2/11/1983,True,False,False,0.0,4.0,1.0,private plane
BEECH,50,2.0,0.0,1.0,3/11/1983,False,False,True,0.0,0.0,0.0,private plane
LEARJET,25,2.0,0.0,11.0,6/11/1983,False,True,False,0.0,0.0,0.0,private plane
LEARJET,24,2.0,0.0,11.0,6/11/1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,310H,2.0,1.0,0.0,7/11/1983,False,False,True,0.0,1.0,1.0,
CESSNA,421,2.0,0.0,3.0,8/11/1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,Skymaster,2.0,1.0,0.0,9/11/1983,True,False,False,0.0,1.0,1.0,private plane
PIPER,PA-23,2.0,2.0,0.0,10/11/1983,True,False,False,0.0,2.0,1.0,private plane
CESSNA,402,2.0,0.0,1.0,10/11/1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-31,2.0,0.0,6.0,10/11/1983,False,False,True,0.0,0.0,0.0,private plane
BOEING,707,4.0,1.0,3.0,11/11/1983,False,False,False,0.0,1.0,0.25,large airliner
PIPER,601P,2.0,2.0,0.0,12/11/1983,True,False,False,0.0,2.0,1.0,private plane
PIPER,PA-31,2.0,1.0,0.0,12/11/1983,True,False,False,0.0,1.0,1.0,private plane
CESSNA,Citation,2.0,0.0,1.0,12/11/1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,A340,2.0,1.0,0.0,13-11-1983,True,False,False,0.0,1.0,1.0,
CESSNA,411A,2.0,0.0,1.0,13-11-1983,True,False,False,0.0,0.0,0.0,private plane
PIPER,PA-31,2.0,8.0,0.0,14-11-1983,True,False,False,0.0,8.0,1.0,private plane
BEECH,G18,2.0,0.0,2.0,16-11-1983,False,True,False,0.0,0.0,0.0,private plane
BEECH,60,2.0,0.0,2.0,16-11-1983,False,False,True,2.0,2.0,0.5,private plane
PIPER,601P,2.0,0.0,2.0,17-11-1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,551,2.0,3.0,0.0,18-11-1983,True,False,False,0.0,3.0,1.0,private plane
PIPER,601P,2.0,0.0,0.0,18-11-1983,True,False,False,1.0,1.0,1.0,private plane
PIPER,PA-44,2.0,1.0,0.0,19-11-1983,True,False,False,0.0,1.0,1.0,private plane
CESSNA,Skymaster,2.0,0.0,3.0,19-11-1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,411,2.0,2.0,0.0,20-11-1983,True,False,False,0.0,2.0,1.0,private plane
CESSNA,Skymaster,2.0,0.0,2.0,20-11-1983,False,False,True,0.0,0.0,0.0,private plane
BOEING,727,3.0,0.0,23.0,22-11-1983,False,True,False,0.0,0.0,0.0,large airliner
PIPER,PA-31,2.0,0.0,2.0,22-11-1983,False,False,False,0.0,0.0,0.0,private plane
BEECH,B55,2.0,2.0,0.0,23-11-1983,True,False,False,0.0,2.0,1.0,private plane
BOEING,707,4.0,0.0,116.0,27-11-1983,False,False,True,0.0,0.0,0.0,large airliner
PIPER,PA-34,2.0,2.0,0.0,28-11-1983,True,False,False,0.0,2.0,1.0,private plane
CESSNA,310R,2.0,0.0,5.0,1/12/1983,False,False,True,0.0,0.0,0.0,
PIPER,PA-34,2.0,0.0,3.0,2/12/1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,A340,2.0,0.0,5.0,2/12/1983,False,False,True,0.0,0.0,0.0,
CESSNA,401,2.0,0.0,1.0,3/12/1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,A340,2.0,0.0,3.0,4/12/1983,False,False,True,0.0,0.0,0.0,
PIPER,PA-23,2.0,0.0,4.0,5/12/1983,False,True,False,0.0,0.0,0.0,private plane
BOEING,737,2.0,0.0,5.0,5/12/1983,False,True,False,0.0,0.0,0.0,large airliner
BOEING,727,3.0,0.0,21.0,6/12/1983,False,True,False,0.0,0.0,0.0,large airliner
BEECH,58,2.0,0.0,1.0,6/12/1983,False,False,True,0.0,0.0,0.0,private plane
GULFSTREAM,G-159C,2.0,0.0,3.0,7/12/1983,False,True,False,0.0,0.0,0.0,regional airliner
PIPER,PA-60,2.0,3.0,0.0,8/12/1983,True,False,False,0.0,3.0,1.0,private plane
CESSNA,551,2.0,0.0,1.0,9/12/1983,False,True,False,0.0,0.0,0.0,private plane
BOEING,737,2.0,0.0,57.0,9/12/1983,False,False,False,0.0,0.0,0.0,large airliner
LEARJET,35A,2.0,0.0,3.0,10/12/1983,False,True,False,0.0,0.0,0.0,private plane
CESSNA,421,2.0,4.0,0.0,11/12/1983,True,False,False,0.0,4.0,1.0,private plane
CESSNA,T303,2.0,0.0,2.0,11/12/1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,B200,2.0,0.0,4.0,13-12-1983,False,True,False,0.0,0.0,0.0,private plane
BEECH,100,2.0,0.0,10.0,13-12-1983,False,True,False,0.0,0.0,0.0,private plane
PIPER,PA-23,2.0,0.0,3.0,13-12-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-34,2.0,0.0,2.0,13-12-1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,A340,2.0,2.0,0.0,16-12-1983,True,False,False,0.0,2.0,1.0,
PIPER,PA-23,2.0,0.0,0.0,19-12-1983,True,False,False,1.0,1.0,1.0,private plane
PIPER,PA-23,2.0,0.0,4.0,19-12-1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,421,2.0,0.0,2.0,20-12-1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,56TC,2.0,0.0,1.0,20-12-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-34,2.0,0.0,1.0,20-12-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-31,2.0,0.0,2.0,21-12-1983,False,True,False,0.0,0.0,0.0,private plane
CESSNA,421,2.0,0.0,6.0,23-12-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-31,2.0,2.0,0.0,24-12-1983,True,False,False,0.0,2.0,1.0,private plane
CESSNA,Skymaster,2.0,0.0,1.0,25-12-1983,False,False,True,0.0,0.0,0.0,private plane
BOEING,727,3.0,0.0,58.0,26-12-1983,False,True,False,0.0,0.0,0.0,large airliner
CESSNA,404,2.0,1.0,0.0,27-12-1983,True,False,False,6.0,7.0,1.0,private plane
BOEING,737,2.0,0.0,73.0,28-12-1983,False,False,False,0.0,0.0,0.0,large airliner
CESSNA,310R,2.0,1.0,0.0,30-12-1983,True,False,False,0.0,1.0,1.0,
BEECH,58P,2.0,0.0,4.0,30-12-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-34,2.0,0.0,2.0,31-12-1983,False,False,True,0.0,0.0,0.0,private plane
BOMBARDIER,CL-600-1A11,2.0,0.0,0.0,4/2/2009,False,False,True,13.0,13.0,1.0,
BOEING,717,2.0,0.0,80.0,14-01-2009,False,False,False,0.0,0.0,0.0,large airliner
BOEING,747,4.0,0.0,338.0,30-12-2008,False,False,True,2.0,2.0,0.0058823529411764705,large airliner
AIRBUS,A320,2.0,0.0,146.0,25-11-2008,False,True,False,0.0,0.0,0.0,large airliner
CESSNA,S550,2.0,2.0,0.0,25-11-2008,True,False,False,0.0,2.0,1.0,private plane
BOMBARDIER,CL-600-2B19,2.0,0.0,53.0,29-01-2009,False,False,False,0.0,0.0,0.0,
PIPER,PA-31,2.0,0.0,1.0,11/2/2009,False,True,False,0.0,0.0,0.0,private plane
PIPER,PA-44,2.0,2.0,0.0,28-12-2008,False,False,True,0.0,2.0,1.0,private plane
CESSNA,A340,2.0,3.0,0.0,10/11/2008,True,False,False,0.0,3.0,1.0,
PIPER,PA-60,2.0,3.0,0.0,29-01-2009,True,False,False,0.0,3.0,1.0,private plane
GULFSTREAM,GIV,2.0,0.0,8.0,24-12-2008,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-31,2.0,0.0,1.0,10/11/2008,False,False,True,0.0,0.0,0.0,private plane
CESSNA,310R,2.0,1.0,0.0,10/11/2008,False,False,True,0.0,1.0,1.0,
BOEING,777,2.0,0.0,263.0,24-12-2008,False,True,False,1.0,1.0,0.003787878787878788,large airliner
CESSNA,310,2.0,2.0,0.0,28-12-2008,True,False,False,0.0,2.0,1.0,
AIRBUS,PA-23,2.0,0.0,291.0,14-01-2009,False,False,False,4.0,4.0,0.013559322033898305,private plane
PIPER,PA-31,2.0,6.0,0.0,25-09-2020,False,False,True,4.0,10.0,1.0,private plane
BOEING,737,2.0,0.0,38.0,25-09-2020,False,False,False,0.0,0.0,0.0,large airliner
AIRBUS,A319,2.0,0.0,73.0,25-09-2020,False,False,True,0.0,0.0,0.0,large airliner
CESSNA,A340,2.0,4.0,0.0,25-09-2020,False,False,True,0.0,4.0,1.0,
BEECH,1900C,2.0,1.0,0.0,25-09-2020,True,False,False,0.0,1.0,1.0,
BOMBARDIER,CL-600-2C10,2.0,0.0,61.0,25-09-2020,False,False,True,0.0,0.0,0.0,
BEECH,58P,2.0,0.0,2.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
BEECH,58,2.0,1.0,0.0,25-09-2020,False,False,True,0.0,1.0,1.0,private plane
BEECH,58,2.0,0.0,1.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
AIRBUS,A320,2.0,0.0,107.0,25-09-2020,False,False,False,0.0,0.0,0.0,large airliner
BOMBARDIER,35A,2.0,0.0,2.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
BEECH,C90,2.0,0.0,4.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
CESSNA,Citation,2.0,2.0,0.0,25-09-2020,True,False,False,0.0,2.0,1.0,private plane
CESSNA,A340,2.0,4.0,0.0,25-09-2020,True,False,False,0.0,4.0,1.0,
BOEING,737,2.0,0.0,0.0,3/11/2020,False,False,False,0.0,0.0,0.0,large airliner
PIPER,PA-44,2.0,0.0,2.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-44,2.0,0.0,0.0,25-09-2020,False,False,True,3.0,3.0,1.0,private plane
CESSNA,310N,2.0,1.0,0.0,3/11/2020,False,False,True,0.0,1.0,1.0,
PIPER,PA-23,2.0,1.0,0.0,25-09-2020,True,False,False,0.0,1.0,1.0,private plane
BOMBARDIER,CL-600,2.0,0.0,43.0,25-09-2020,False,False,False,0.0,0.0,0.0,private plane
CESSNA,425,2.0,0.0,2.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
BEECH,390,2.0,0.0,2.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
EMBRAER,EMB145,2.0,0.0,52.0,25-09-2020,False,False,False,1.0,1.0,0.018867924528301886,regional airliner
CESSNA,414,2.0,2.0,0.0,25-09-2020,True,False,False,0.0,2.0,1.0,private plane
EMBRAER,EMB170,2.0,0.0,132.0,3/11/2020,False,True,False,0.0,0.0,0.0,regional airliner
BEECH,99,2.0,0.0,1.0,25-09-2020,False,True,False,0.0,0.0,0.0,private plane
PIPER,PA-30,2.0,0.0,2.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
LEARJET,35A,2.0,0.0,5.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
BOEING,737,2.0,0.0,102.0,25-09-2020,False,False,False,1.0,1.0,0.009708737864077669,large airliner
BOEING,737,2.0,0.0,136.0,25-09-2020,False,False,False,6.0,6.0,0.04225352112676056,large airliner
BOEING,777,2.0,0.0,403.0,25-09-2020,False,True,False,0.0,0.0,0.0,large airliner
PIPER,PA-44,2.0,0.0,2.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
BEECH,B55,2.0,0.0,1.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
BOEING,737,2.0,0.0,244.0,25-09-2020,False,True,False,0.0,0.0,0.0,large airliner
CESSNA,500,2.0,5.0,0.0,22-06-2021,True,False,False,0.0,5.0,1.0,private plane
CESSNA,Citation,2.0,0.0,2.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
CESSNA,402,2.0,0.0,1.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
CESSNA,402,2.0,0.0,4.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-31,2.0,0.0,1.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
BEECH,F90,2.0,0.0,6.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
BEECH,BE-76,2.0,2.0,0.0,25-09-2020,False,False,True,0.0,2.0,1.0,private plane
PIPER,PA-44,2.0,0.0,2.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-34,2.0,0.0,1.0,25-09-2020,True,False,False,0.0,0.0,0.0,private plane
PIPER,PA-34,2.0,0.0,2.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
CESSNA,402,2.0,0.0,9.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
BOEING,737,2.0,0.0,118.0,25-09-2020,False,True,False,0.0,0.0,0.0,large airliner
AIRBUS,PA-23,2.0,0.0,0.0,3/11/2020,False,True,False,0.0,0.0,0.0,private plane
BEECH,B55,2.0,2.0,0.0,25-09-2020,False,False,True,0.0,2.0,1.0,private plane
CESSNA,750,2.0,0.0,2.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
BOEING,737,2.0,0.0,146.0,25-09-2020,False,False,False,2.0,2.0,0.013513513513513514,large airliner
BOMBARDIER,CL-600-2B16,2.0,0.0,5.0,25-09-2020,False,False,True,0.0,0.0,0.0,
CESSNA,310Q,2.0,0.0,1.0,25-09-2020,False,False,True,0.0,0.0,0.0,
CESSNA,310Q,2.0,0.0,0.0,25-09-2020,False,False,True,2.0,2.0,1.0,
EMBRAER,EMB110,2.0,0.0,1.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
CESSNA,560XL,2.0,0.0,4.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-30,2.0,0.0,0.0,25-09-2020,False,False,True,2.0,2.0,1.0,private plane
PIPER,PA-23,2.0,0.0,0.0,25-09-2020,False,False,True,2.0,2.0,1.0,private plane
BEECH,B55,2.0,0.0,2.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
CESSNA,Citation,2.0,0.0,4.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
BOEING,747,4.0,0.0,5.0,25-09-2020,False,True,False,0.0,0.0,0.0,large airliner
BOMBARDIER,CL-600,2.0,0.0,80.0,25-09-2020,False,False,False,0.0,0.0,0.0,private plane
CESSNA,421,2.0,0.0,3.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
BEECH,C90,2.0,0.0,6.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
BOEING,MD-11,3.0,0.0,0.0,3/11/2020,False,True,False,0.0,0.0,0.0,large airliner
BEECH,76,2.0,0.0,2.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
CESSNA,560XL,2.0,0.0,6.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
BEECH,65-A90,2.0,0.0,2.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-34,2.0,0.0,3.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-30,2.0,0.0,2.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
BEECH,E55,2.0,0.0,1.0,25-09-2020,False,False,True,1.0,1.0,0.5,private plane
BEECH,B200,2.0,0.0,3.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
CESSNA,Skymaster,2.0,2.0,0.0,25-09-2020,False,False,True,2.0,4.0,1.0,private plane
CESSNA,421,2.0,0.0,2.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
BOEING,MD-11F,3.0,0.0,0.0,25-09-2020,False,True,False,0.0,0.0,0.0,
BEECH,1900C,2.0,1.0,0.0,25-09-2020,True,False,False,0.0,1.0,1.0,
PIPER,PA-34,2.0,0.0,2.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
CESSNA,310Q,2.0,2.0,0.0,25-09-2020,True,False,False,0.0,2.0,1.0,
EMBRAER,140,2.0,0.0,24.0,25-09-2020,False,False,False,1.0,1.0,0.04,regional airliner
PIPER,Seneca,2.0,0.0,2.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
BEECH,E-18,2.0,0.0,3.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
CESSNA,421,2.0,0.0,1.0,25-09-2020,False,False,True,1.0,1.0,0.5,private plane
BEECH,BE-58,2.0,0.0,1.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-30,2.0,0.0,2.0,25-09-2020,False,False,True,1.0,1.0,0.3333333333333333,private plane
CESSNA,Citation,2.0,0.0,5.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
BOEING,737,2.0,0.0,0.0,3/11/2020,False,True,False,0.0,0.0,0.0,large airliner
PIPER,PA-44,2.0,0.0,2.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
CESSNA,Skymaster,2.0,0.0,2.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-34,2.0,0.0,4.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
CESSNA,Skymaster,2.0,2.0,0.0,25-09-2020,True,False,False,0.0,2.0,1.0,private plane
BEECH,99,2.0,1.0,12.0,25-09-2020,False,False,True,0.0,1.0,0.07692307692307693,private plane
CESSNA,310R,2.0,0.0,2.0,25-09-2020,False,False,True,4.0,4.0,0.6666666666666666,
EMBRAER,EMB120,2.0,0.0,2.0,25-09-2020,False,False,False,0.0,0.0,0.0,regional airliner
BOEING,737,2.0,0.0,0.0,25-09-2020,False,True,False,0.0,0.0,0.0,large airliner
BOEING,767,2.0,0.0,2.0,25-09-2020,True,False,False,0.0,0.0,0.0,large airliner
BOMBARDIER,CL-600-2C10,2.0,0.0,112.0,25-09-2020,False,False,True,0.0,0.0,0.0,
BEECH,B55,2.0,4.0,0.0,25-09-2020,True,False,False,0.0,4.0,1.0,private plane
BOEING,737,2.0,0.0,314.0,25-09-2020,False,False,False,0.0,0.0,0.0,large airliner
CESSNA,Skymaster,2.0,0.0,2.0,25-09-2020,False,False,True,2.0,2.0,0.5,private plane
CESSNA,441,2.0,1.0,0.0,25-09-2020,True,False,False,0.0,1.0,1.0,private plane
BEECH,65-A80,2.0,0.0,1.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-30,2.0,0.0,3.0,3/11/2020,False,False,True,0.0,0.0,0.0,private plane
LEARJET,60,2.0,0.0,50.0,25-09-2020,False,False,False,0.0,0.0,0.0,private plane
BEECH,A200,2.0,0.0,2.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
CESSNA,402,2.0,0.0,0.0,25-09-2020,False,False,True,1.0,1.0,1.0,private plane
BOEING,737,2.0,0.0,0.0,3/11/2020,False,False,False,0.0,0.0,0.0,large airliner
AIRBUS,A319,2.0,0.0,99.0,25-09-2020,False,True,False,0.0,0.0,0.0,large airliner
PIPER,PA-23,2.0,2.0,0.0,25-09-2020,False,False,True,0.0,2.0,1.0,private plane
CESSNA,550,2.0,0.0,2.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-31,2.0,0.0,5.0,25-09-2020,False,False,True,3.0,3.0,0.375,private plane
BOEING,757,2.0,0.0,170.0,25-09-2020,False,False,False,0.0,0.0,0.0,large airliner
BEECH,B55,2.0,2.0,0.0,25-09-2020,False,False,True,0.0,2.0,1.0,private plane
PIPER,PA-34,2.0,0.0,1.0,3/11/2020,False,False,True,0.0,0.0,0.0,private plane
BEECH,58TC,2.0,1.0,0.0,25-09-2020,True,False,False,0.0,1.0,1.0,private plane
EMBRAER,EMB145,2.0,0.0,36.0,25-09-2020,False,False,True,0.0,0.0,0.0,regional airliner
BOEING,777,2.0,0.0,311.0,25-09-2020,False,False,False,0.0,0.0,0.0,large airliner
CESSNA,Citation,2.0,1.0,0.0,3/11/2020,False,False,True,0.0,1.0,1.0,private plane
CESSNA,441,2.0,0.0,4.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
BEECH,A100,2.0,10.0,0.0,25-09-2020,False,False,True,0.0,10.0,1.0,private plane
BOEING,747,4.0,0.0,5.0,25-09-2020,False,False,False,0.0,0.0,0.0,large airliner
PIPER,PA-31,2.0,1.0,0.0,25-09-2020,False,False,True,0.0,1.0,1.0,private plane
BOEING,737,2.0,3.0,0.0,3/11/2020,True,False,False,0.0,3.0,1.0,large airliner
CESSNA,T310R,2.0,1.0,0.0,25-09-2020,False,False,True,0.0,1.0,1.0,
CESSNA,A340,2.0,0.0,0.0,25-09-2020,True,False,False,1.0,1.0,1.0,
CESSNA,560,2.0,0.0,2.0,3/11/2020,False,False,True,0.0,0.0,0.0,private plane
BEECH,1900D,2.0,0.0,6.0,25-09-2020,False,False,True,0.0,0.0,0.0,
CESSNA,310R,2.0,0.0,2.0,3/11/2020,False,False,True,0.0,0.0,0.0,
PIPER,PA-30,2.0,0.0,2.0,3/11/2020,False,False,True,0.0,0.0,0.0,private plane
BOMBARDIER,CL-600-2C1,2.0,0.0,63.0,25-09-2020,False,False,False,0.0,0.0,0.0,
PIPER,PA-60,2.0,2.0,0.0,25-09-2020,True,False,False,0.0,2.0,1.0,private plane
LEARJET,LR60,2.0,4.0,0.0,30-04-2021,True,False,False,2.0,6.0,1.0,private plane
BOEING,757,2.0,0.0,192.0,3/11/2020,False,True,False,0.0,0.0,0.0,large airliner
BEECH,A200,2.0,0.0,2.0,3/11/2020,False,False,True,0.0,0.0,0.0,private plane
CESSNA,402,2.0,1.0,0.0,3/11/2020,True,False,False,0.0,1.0,1.0,private plane
CESSNA,320D,2.0,2.0,0.0,3/11/2020,False,False,True,0.0,2.0,1.0,
PIPER,PA-31,2.0,0.0,1.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
BOEING,737,2.0,0.0,133.0,3/11/2020,False,True,False,0.0,0.0,0.0,large airliner
BOEING,747,4.0,0.0,151.0,3/11/2020,False,False,False,14.0,14.0,0.08484848484848485,large airliner
BEECH,76,2.0,0.0,1.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
CESSNA,421,2.0,2.0,0.0,3/11/2020,True,False,False,0.0,2.0,1.0,private plane
AIRBUS,A330,2.0,0.0,293.0,3/11/2020,False,True,False,22.0,22.0,0.06984126984126984,large airliner
PIPER,PA-31,2.0,0.0,1.0,25-09-2020,False,False,True,0.0,0.0,0.0,private plane
BOEING,737,2.0,0.0,55.0,3/11/2020,False,False,True,0.0,0.0,0.0,large airliner
CESSNA,402,2.0,3.0,0.0,3/11/2020,True,False,False,0.0,3.0,1.0,private plane
BOEING,737,2.0,0.0,189.0,3/11/2020,False,True,False,0.0,0.0,0.0,large airliner
AIRBUS,320,2.0,0.0,162.0,25-09-2020,False,False,True,0.0,0.0,0.0,
CESSNA,310,2.0,5.0,0.0,3/11/2020,True,False,False,0.0,5.0,1.0,
PIPER,PA-30,2.0,1.0,0.0,25-09-2020,False,False,True,0.0,1.0,1.0,private plane
